1,0.808,0.7904,1.00E-03,6,
2,0.812,0.8003,1.00E-04,10,
3,0.834,0.8018,1.00E-05,10,
4,0.828,0.8003,1.00E-06,10,Lower than the lower bound of half precision
5,0.808,0.7982,5.00E-06,10,
6,0.81,0.8077,3.00E-05,10,
7,,,5.00E-04,10,
8,,,,,
